count,DN,area_km2,Shape_Leng,Shape_Area
2822273290.38000011444,0,0.00000000000,109.40124225300,0.27074169147
0.00000000000,1,0.00552853951,0.00377292200,0.00000050839
0.00000000000,1,0.00315907715,0.00269494600,0.00000029051
0.00000000000,1,0.00078964214,0.00107797600,0.00000007263
0.00000000000,1,0.02920919028,0.00862382200,0.00000268721
0.00000000000,1,0.00078941897,0.00107797800,0.00000007263
0.00000000000,1,0.00078927987,0.00107797600,0.00000007263
0.00000000000,1,0.00078927791,0.00107797800,0.00000007263
0.00000000000,1,0.00078923479,0.00107797600,0.00000007263
0.00000000000,1,0.00078922891,0.00107797600,0.00000007263
0.00000000000,1,0.00078920146,0.00107797800,0.00000007263
0.00000000000,1,0.00078919950,0.00107797600,0.00000007263
0.00000000000,1,0.00236755145,0.00215595600,0.00000021788
0.00000000000,1,0.00552387174,0.00323393400,0.00000050839
0.00000000000,1,0.00078911518,0.00107797800,0.00000007263
0.00000000000,1,0.00078907595,0.00107798000,0.00000007263
0.00000000000,1,0.00078904064,0.00107797800,0.00000007263
0.00000000000,1,0.00078903868,0.00107797800,0.00000007263
0.00000000000,1,0.00394517258,0.00323393400,0.00000036314
0.00000000000,1,0.00078901513,0.00107797800,0.00000007263
0.00000000000,1,0.00631210723,0.00377292400,0.00000058102
0.00000000000,1,0.00236702459,0.00215595400,0.00000021788
0.00000000000,1,0.02998160834,0.00808483000,0.00000275983
0.00000000000,1,0.00078896607,0.00107797600,0.00000007263
0.00000000000,1,0.00078896018,0.00107797800,0.00000007263
0.00000000000,1,0.00078895822,0.00107797600,0.00000007263
0.00000000000,1,0.00078895233,0.00107797800,0.00000007263
0.00000000000,1,0.01104489373,0.00485090000,0.00000101678
0.00000000000,1,0.00078889933,0.00107797800,0.00000007263
0.00000000000,1,0.03234463356,0.01024078800,0.00000297772
0.00000000000,1,0.00709995767,0.00431191200,0.00000065365
0.00000000000,1,0.00315552272,0.00215595400,0.00000029051
0.00000000000,1,0.01262206101,0.00646786400,0.00000116203
0.00000000000,1,0.00078887577,0.00107797800,0.00000007263
0.00000000000,1,0.00236662142,0.00215595400,0.00000021788
0.00000000000,1,0.00788875574,0.00431190800,0.00000072627
0.00000000000,1,0.01104420503,0.00592887400,0.00000101678
0.00000000000,1,0.01577730924,0.00700685000,0.00000145254
0.00000000000,1,0.01104386046,0.00592888000,0.00000101678
0.00000000000,1,0.00631073949,0.00323393400,0.00000058102
0.00000000000,1,0.05758585886,0.01401370800,0.00000530179
0.00000000000,1,0.01419899886,0.00646786200,0.00000130729
0.00000000000,1,0.00078882079,0.00107797800,0.00000007263
0.00000000000,1,0.00157760033,0.00161696600,0.00000014525
0.00000000000,1,0.00078875597,0.00107797800,0.00000007263
0.00000000000,1,0.00157750408,0.00161696800,0.00000014525
0.00000000000,1,0.00078874418,0.00107797800,0.00000007263
0.00000000000,1,0.00157746675,0.00161696600,0.00000014525
0.00000000000,1,0.00078871667,0.00107798000,0.00000007263
0.00000000000,1,0.00078866558,0.00107797800,0.00000007263
0.00000000000,1,0.21136654324,0.02856641200,0.00001946409
0.00000000000,1,0.04022199857,0.01077977200,0.00000370399
0.00000000000,1,0.00078864396,0.00107797800,0.00000007263
0.00000000000,1,0.00236589651,0.00215595400,0.00000021788
0.00000000000,1,0.00473175646,0.00377292200,0.00000043576
0.00000000000,1,0.00078862234,0.00107797600,0.00000007263
0.00000000000,1,0.00315448581,0.00269494400,0.00000029051
0.00000000000,1,0.00078862038,0.00107797800,0.00000007263
0.00000000000,1,0.00078861841,0.00107797600,0.00000007263
0.00000000000,1,0.00078861448,0.00107797800,0.00000007263
0.00000000000,1,0.00788609842,0.00431191000,0.00000072627
0.00000000000,1,0.00552026438,0.00431191200,0.00000050839
0.00000000000,1,0.00157721323,0.00161696600,0.00000014525
0.00000000000,1,0.01104053185,0.00592887800,0.00000101678
0.00000000000,1,0.00236581395,0.00215595600,0.00000021788
0.00000000000,1,0.00078860465,0.00107797800,0.00000007263
0.00000000000,1,0.00078860268,0.00107797800,0.00000007263
0.00000000000,1,0.00315440681,0.00215595400,0.00000029051
0.00000000000,1,0.00157720340,0.00161696600,0.00000014525
0.00000000000,1,0.00078860072,0.00107797600,0.00000007263
0.00000000000,1,0.00078859482,0.00107797800,0.00000007263
0.00000000000,1,0.00157718571,0.00161696600,0.00000014525
0.00000000000,1,0.00078859285,0.00107797600,0.00000007263
0.00000000000,1,0.00078859089,0.00107797600,0.00000007263
0.00000000000,1,11.75358444620,1.19008719200,0.00108170976
0.00000000000,1,0.00157717785,0.00161696800,0.00000014525
0.00000000000,1,0.00157717588,0.00161696800,0.00000014525
0.00000000000,1,0.00236576087,0.00215595600,0.00000021788
0.00000000000,1,0.02208057869,0.00970179800,0.00000203356
0.00000000000,1,0.00078858499,0.00107797800,0.00000007263
0.00000000000,1,0.01734900546,0.00970179200,0.00000159780
0.00000000000,1,0.05677888573,0.01401370800,0.00000522916
0.00000000000,1,0.00236575223,0.00215595400,0.00000021788
0.00000000000,1,0.00157716802,0.00161696600,0.00000014525
0.00000000000,1,0.00157716605,0.00161696600,0.00000014525
0.00000000000,1,0.01261738923,0.00592887600,0.00000116204
0.00000000000,1,0.00236574908,0.00215595600,0.00000021788
0.00000000000,1,0.00078858106,0.00107797800,0.00000007263
0.00000000000,1,0.00236574318,0.00215595600,0.00000021788
0.00000000000,1,0.00236573728,0.00215595400,0.00000021788
0.00000000000,1,0.00078857713,0.00107797600,0.00000007263
0.00000000000,1,0.00394288445,0.00323393200,0.00000036314
0.00000000000,1,0.05362371844,0.01401370600,0.00000493865
0.00000000000,1,0.00315428885,0.00269494200,0.00000029051
0.00000000000,1,0.00078856533,0.00107797800,0.00000007263
0.00000000000,1,0.00078856533,0.00107797600,0.00000007263
0.00000000000,1,0.00709712729,0.00538988400,0.00000065364
0.00000000000,1,0.00078856336,0.00107797800,0.00000007263
0.00000000000,1,0.00078856336,0.00107797600,0.00000007263
0.00000000000,1,0.00078856336,0.00107797800,0.00000007263
0.00000000000,1,0.00078856140,0.00107797800,0.00000007263
0.00000000000,1,0.00078856140,0.00107797600,0.00000007263
0.00000000000,1,0.05756550703,0.01778662600,0.00000530179
0.00000000000,1,0.03075412377,0.01024078800,0.00000283246
0.00000000000,1,0.01577133765,0.00808483000,0.00000145254
0.00000000000,1,0.00788561239,0.00485090000,0.00000072627
0.00000000000,1,0.00078855943,0.00107797800,0.00000007263
0.00000000000,1,0.00078855943,0.00107797600,0.00000007263
0.00000000000,1,0.00078855943,0.00107797800,0.00000007263
0.00000000000,1,0.00078855943,0.00107797600,0.00000007263
0.00000000000,1,0.00236567240,0.00215595600,0.00000021788
0.00000000000,1,0.00078855747,0.00107797800,0.00000007263
0.00000000000,1,0.00078855747,0.00107797800,0.00000007263
0.00000000000,1,0.00157711493,0.00161696600,0.00000014525
